站点名称,POI编号,拼音名称,gd经度,gd纬度,路线名称,城市名称
东直门,BV10002731,dong zhi men,116.435842,39.941626,首都机场线,北京
巴沟,BV10013394,ba gou,116.293727,39.974179,西郊线,北京
颐和园西门,BV10968850,yi he yuan xi men,116.263248,39.985697,西郊线,北京
茶棚,BV10968847,cha peng,116.248100,39.982113,西郊线,北京
万安,BV10968866,wan an,116.231977,39.984001,西郊线,北京
植物园,BV10968849,zhi wu yuan,116.214853,39.993582,西郊线,北京
香山,BV10968848,xiang shan,116.204491,39.994056,西郊线,北京
阎村东,BV10561755,yan cun dong,116.100817,39.729028,燕房线,北京
紫草坞,BV10420734,zi cao wu,116.086720,39.724606,燕房线,北京
阎村,BV10420737,yan cun,116.080165,39.716731,燕房线,北京
星城,BV10420735,xing cheng,116.061370,39.713681,燕房线,北京
大石河东,BV10881795,da shi he dong,116.039906,39.709893,燕房线,北京
马各庄,BV10420736,ma ge zhuang,116.016606,39.705103,燕房线,北京
饶乐府,BV10420727,rao le fu,116.006103,39.701471,燕房线,北京
房山城关,BV10420731,fang shan cheng guan,115.989599,39.706061,燕房线,北京
燕山,BV10420733,yan shan,115.973395,39.719615,燕房线,北京
宋家庄,BV10000743,song jia zhuang,116.428368,39.845849,亦庄线,北京
肖村,BV10011446,xiao cun,116.448364,39.834217,亦庄线,北京
小红门,BV10012008,xiao hong men,116.459226,39.827951,亦庄线,北京
旧宫,BV10000335,jiu gong,116.460789,39.806910,亦庄线,北京
亦庄桥,BV10013453,yi zhuang qiao,116.480307,39.803011,亦庄线,北京
亦庄文化园,BV10013452,yi zhuang wen hua yuan,116.490632,39.806890,亦庄线,北京
万源街,BV10013451,wan yuan jie,116.505403,39.802971,亦庄线,北京
荣京东街,BV10003511,rong jing dong jie,116.513321,39.793189,亦庄线,北京
荣昌东街,BV10013450,rong chang dong jie,116.521688,39.782832,亦庄线,北京
同济南路,BV10007921,tong ji nan lu,116.539901,39.772962,亦庄线,北京
经海路,BV10013449,jing hai lu,116.562321,39.783673,亦庄线,北京
次渠南,BV10013448,ci qu nan,116.581357,39.795118,亦庄线,北京
次渠,BV10011266,ci qu,116.591502,39.803500,亦庄线,北京
亦庄火车站,BV10013399,yi zhuang huo che zhan,116.601913,39.812607,亦庄线,北京
莘庄,BV10025001,XinZhuang,121.385373,31.111152,1号线,上海
外环路,BV10039895,WaiHuan Lu,121.393020,31.120899,1号线,上海
莲花路,BV10026897,LianHua Lu,121.402910,31.130900,1号线,上海
锦江乐园,BV10026582,JinJiangLeYuan,121.414107,31.142217,1号线,上海
上海南站,BV10025073,ShangHai NanZhan,121.430041,31.154579,1号线,上海
漕宝路,BV10026584,CaoBao Lu,121.433143,31.168344,1号线,上海
上海体育馆,BV10026004,ShangHai TiYuGuan,121.437423,31.182813,1号线,上海
徐家汇,BV10029707,XuJiaHui,121.436837,31.195338,1号线,上海
衡山路,BV10039894,HengShan Lu,121.446424,31.204528,1号线,上海
常熟路,BV10039862,ChangShu Lu,121.449141,31.213524,1号线,上海
陕西南路,BV10039893,ShaanXi NanLu,121.458744,31.215150,1号线,上海
黄陂南路,BV10039892,HuangPi NanLu,121.473306,31.222745,1号线,上海
人民广场,BV10024678,RenMin GuangChang,121.475137,31.232781,1号线,上海
新闸路,BV10039891,XinZha Lu,121.468151,31.238373,1号线,上海
汉中路,BV10030213,HanZhong Lu,121.458699,31.241883,1号线,上海
上海火车站,BV10024601,ShangHai HuoCheZhan,121.457939,31.249632,1号线,上海
中山北路,BV10024692,ZhongShan BeiLu,121.459204,31.258891,1号线,上海
延长路,BV10039890,YanChang Lu,121.455329,31.271675,1号线,上海
上海马戏城,BV10039889,ShangHai MaXiCheng,121.452023,31.279895,1号线,上海
汶水路,BV10030431,WenShui Lu,121.450251,31.292556,1号线,上海
彭浦新村,BV10025089,PengPuXinCun,121.448642,31.306604,1号线,上海
共康路,BV10030759,GongKang Lu,121.447063,31.318936,1号线,上海
通河新村,BV10031109,TongHe XinCun,121.441546,31.331130,1号线,上海
呼兰路,BV10029799,HuLan Lu,121.437711,31.339703,1号线,上海
共富新村,BV10039888,GongFu XinCun,121.434063,31.355082,1号线,上海
宝安公路,BV10039887,BaoAn GongLu,121.430914,31.369555,1号线,上海
友谊西路,BV10039886,YouYi XiLu,121.427953,31.381296,1号线,上海
富锦路,BV10039885,FuJin Lu,121.424661,31.392260,1号线,上海
浦东国际机场,BV10039826,PuDong GuoJi JiChang,121.805591,31.150958,2号线,上海
海天三路,BV11277588,HaiTian San Lu,121.796878,31.168459,2号线,上海
远东大道,BV11277594,YuanDong DaDao,121.755301,31.199385,2号线,上海
凌空路,BV11277591,LingKong Lu,121.724095,31.192861,2号线,上海
川沙,BV11277593,ChuanSha,121.698210,31.186741,2号线,上海
华夏东路,BV11277589,HuaXia DongLu,121.680972,31.196575,2号线,上海
创新中路,BV11277592,ChuangXin ZhongLu,121.673713,31.213871,2号线,上海
唐镇,BV11277590,TangZhen,121.656269,31.214107,2号线,上海
广兰路,BV10039819,GuangLan Lu,121.621072,31.211050,2号线,上海
金科路,BV10039896,JinKe Lu,121.601989,31.204213,2号线,上海
张江高科,BV10039897,ZhangJiang GaoKe,121.587687,31.201832,2号线,上海
龙阳路,BV10039851,LongYang Lu,121.557634,31.203575,2号线,上海
世纪公园,BV10032793,ShiJi GongYuan,121.550909,31.209421,2号线,上海
上海科技馆,BV10031164,ShangHai KeJiGuan,121.544439,31.218820,2号线,上海
世纪大道,BV10039835,ShiJi DaDao,121.527213,31.228682,2号线,上海
东昌路,BV10039899,DongChang Lu,121.515556,31.233270,2号线,上海
陆家嘴,BV10029743,LuJiaZui,121.502262,31.238195,2号线,上海
南京东路,BV10039900,NanJing DongLu,121.484628,31.238101,2号线,上海
人民广场,BV10024678,RenMin GuangChang,121.475137,31.232781,2号线,上海
南京西路,BV10039782,NanJing XiLu,121.459971,31.229853,2号线,上海
静安寺,BV10025485,JingAnSi,121.446221,31.223083,2号线,上海
江苏路,BV10039805,JiangSuLu,121.430642,31.220411,2号线,上海
中山公园,BV10025398,ZhongShan GongYuan,121.415773,31.217948,2号线,上海
娄山关路,BV10039901,LouShanGuan Lu,121.404058,31.211158,2号线,上海
威宁路,BV10039902,WeiNing Lu,121.387285,31.214870,2号线,上海
北新泾,BV10030316,BeiXinJing,121.373998,31.216395,2号线,上海
淞虹路,BV10039903,SongHong Lu,121.359588,31.218212,2号线,上海
虹桥2号航站楼,BV10039904,HongQiao 2 Hao HangZhanLou,121.326300,31.194211,2号线,上海
虹桥火车站,BV10039905,HongQiao HuoCheZhan,121.318950,31.194022,2号线,上海
徐泾东,BV10039906,Xu JingDong,121.299204,31.188367,2号线,上海
江杨北路,BV10039981,JiangYang BeiLu,121.439819,31.407858,3号线,上海
铁力路,BV10039982,TieLi Lu,121.461139,31.408120,3号线,上海
友谊路,BV10039983,YouYi Lu,121.475924,31.404016,3号线,上海
宝杨路,BV10026163,BaoYang Lu,121.479574,31.395315,3号线,上海
水产路,BV10039984,ShuiChan Lu,121.488247,31.381302,3号线,上海
淞滨路,BV10026162,SongBin Lu,121.492818,31.370928,3号线,上海
张华浜,BV10029541,ZhangHuaBang,121.498671,31.358016,3号线,上海
淞发路,BV10039985,SongFa Lu,121.500390,31.345135,3号线,上海
长江南路,BV10039986,ChangJiang NanLu,121.491482,31.332062,3号线,上海
殷高西路,BV10039987,YinGao XiLu,121.484856,31.320005,3号线,上海
江湾镇,BV10026161,JiangWanZhen,121.485064,31.305566,3号线,上海
大柏树,BV10030068,DaBaiShu,121.483216,31.289433,3号线,上海
赤峰路,BV10039988,ChiFeng Lu,121.482429,31.281247,3号线,上海
虹口足球场,BV10024871,HongKou ZuQiuChang,121.479154,31.271392,3号线,上海
东宝兴路,BV10039989,DongBaoXing Lu,121.480202,31.259886,3号线,上海
宝山路,BV10039990,BaoShan Lu,121.476298,31.251523,3号线,上海
上海火车站,BV10024601,ShangHai HuoCheZhan,121.457939,31.249632,3号线,上海
中潭路,BV10039991,ZhongTan Lu,121.441001,31.254568,3号线,上海
镇坪路,BV10039864,ZhenPing Lu,121.429779,31.246369,3号线,上海
曹杨路,BV10039804,CaoYang Lu,121.417701,31.239302,3号线,上海
金沙江路,BV10039776,JinShaJiang Lu,121.413150,31.232004,3号线,上海
中山公园,BV10025398,ZhongShan GongYuan,121.415773,31.217948,3号线,上海
延安西路,BV10039992,YanAn XiLu,121.417062,31.209616,3号线,上海
虹桥路,BV10039972,HongQiao Lu,121.420814,31.197524,3号线,上海
宜山路,BV10039880,YiShan Lu,121.427194,31.186717,3号线,上海
漕溪路,BV10039993,CaoXi Lu,121.438410,31.176746,3号线,上海
龙漕路,BV10039938,LongCao Lu,121.444383,31.169458,3号线,上海
石龙路,BV10039994,ShiLong Lu,121.443205,31.157949,3号线,上海
上海南站,BV10025073,ShangHai NanZhan,121.430041,31.154579,3号线,上海
宜山路,BV10039880,YiShan Lu,121.427194,31.186717,4号线,上海
虹桥路,BV10039972,HongQiao Lu,121.420814,31.197524,4号线,上海
延安西路,BV10039992,YanAn XiLu,121.417062,31.209616,4号线,上海
中山公园,BV10025398,ZhongShan GongYuan,121.415773,31.217948,4号线,上海
金沙江路,BV10039776,JinShaJiang Lu,121.413150,31.232004,4号线,上海
曹杨路,BV10039804,CaoYang Lu,121.417701,31.239302,4号线,上海
镇坪路,BV10039864,ZhenPing Lu,121.429779,31.246369,4号线,上海
中潭路,BV10039991,ZhongTan Lu,121.441001,31.254568,4号线,上海
上海火车站,BV10024601,ShangHai HuoCheZhan,121.457939,31.249632,4号线,上海
宝山路,BV10039990,BaoShan Lu,121.476298,31.251523,4号线,上海
海伦路,BV10039975,HaiLun Lu,121.488697,31.259303,4号线,上海
临平路,BV10039995,LinPing Lu,121.500696,31.260874,4号线,上海
大连路,BV10039931,DaLian Lu,121.513088,31.257938,4号线,上海
杨树浦路,BV10039996,YangShuPu Lu,121.517210,31.251935,4号线,上海
浦东大道,BV10039950,PuDong DaDao,121.519385,31.239974,4号线,上海
世纪大道,BV10039835,ShiJi DaDao,121.527213,31.228682,4号线,上海
浦电路(4号线),BV10426326,PuDian Lu (4 Hao Xian),121.532080,31.222285,4号线,上海
蓝村路,BV10039833,LanCun Lu,121.527627,31.211672,4号线,上海
塘桥,BV10034167,TangQiao,121.518690,31.209762,4号线,上海
南浦大桥,BV10025227,NanPu DaQiao,121.499725,31.208504,4号线,上海
西藏南路,BV10039916,XiZang NanLu,121.489555,31.201967,4号线,上海
鲁班路,BV10039997,LuBan Lu,121.475148,31.199221,4号线,上海
大木桥路,BV10039940,DaMuQiao Lu,121.463278,31.194057,4号线,上海
东安路,BV10039860,DongAn Lu,121.454897,31.190819,4号线,上海
上海体育场,BV10024951,ShangHai TiYuChang,121.443529,31.185605,4号线,上海
上海体育馆,BV10026004,ShangHai TiYuGuan,121.437423,31.182813,4号线,上海
闵行开发区,BV10040004,MinHang KaiFaQu,121.369712,31.000627,5号线,上海
文井路,BV10040003,WenJing Lu,121.380775,31.003597,5号线,上海
华宁路,BV10040002,HuaNing Lu,121.395255,31.007467,5号线,上海
金平路,BV10040001,JinPing Lu,121.410186,31.011282,5号线,上海
东川路,BV10028337,DongChuan Lu,121.419901,31.018197,5号线,上海
剑川路,BV10040000,JianChuan Lu,121.416582,31.026483,5号线,上海
北桥,BV10026118,BeiQiao,121.410054,31.045112,5号线,上海
颛桥,BV10026120,ZhuanQiao,121.401868,31.067013,5号线,上海
银都路,BV10039999,YinDu Lu,121.390264,31.089345,5号线,上海
春申路,BV10039998,ChunShen Lu,121.385818,31.098250,5号线,上海
莘庄,BV10025001,XinZhuang,121.385373,31.111152,5号线,上海
莘庄,BV10025001,XinZhuang,121.385373,31.111152,5号线,上海
春申路,BV10039998,ChunShen Lu,121.385818,31.098250,5号线,上海
银都路,BV10039999,YinDu Lu,121.390264,31.089345,5号线,上海
颛桥,BV10026120,ZhuanQiao,121.401868,31.067013,5号线,上海
北桥,BV10026118,BeiQiao,121.410054,31.045112,5号线,上海
剑川路,BV10040000,JianChuan Lu,121.416582,31.026483,5号线,上海
东川路,BV10028337,DongChuan Lu,121.419901,31.018197,5号线,上海
江川路,BV10717293,JiangChuan Lu,121.423474,31.005428,5号线,上海
西渡,BV10717290,XiDu,121.432441,30.989350,5号线,上海
萧塘,BV10717297,XiaoTang,121.441857,30.965888,5号线,上海
奉浦大道,BV10717294,FengPu DaDao,121.448984,30.942055,5号线,上海
环城东路,BV10717295,HuanCheng DongLu,121.463204,30.931168,5号线,上海
望园路,BV10717291,WangYuan Lu,121.483580,30.931940,5号线,上海
金海湖,BV10717289,JinHaiHu,121.492506,30.928805,5号线,上海
奉贤新城,BV10717296,FengXian XinCheng,121.496290,30.913916,5号线,上海
东方体育中心,BV10032522,DongFang TiYuZhongXin,121.480304,31.153366,6号线,上海
灵岩南路,BV10039827,LingYan NanLu,121.495295,31.148665,6号线,上海
上南路,BV10039828,ShangNanLu,121.506151,31.149030,6号线,上海
华夏西路,BV10039829,HuaXia XiLu,121.514539,31.149878,6号线,上海
高青路,BV10039830,GaoQing Lu,121.515787,31.159907,6号线,上海
东明路,BV10039787,dong ming lu,121.510868,31.172646,6号线,上海
高科西路,BV10025916,GaoKe XiLu,121.509845,31.185761,6号线,上海
临沂新村,BV10039831,LinYi XinCun,121.516695,31.193202,6号线,上海
上海儿童医学中心,BV10039832,ShangHai ErTong YiXue ZhongXin,121.523482,31.203277,6号线,上海
蓝村路,BV10039833,LanCun Lu,121.527627,31.211672,6号线,上海
浦电路(6号线),BV10426327,PuDian Lu (6 Hao Xian),121.529122,31.220104,6号线,上海
世纪大道,BV10039835,ShiJi DaDao,121.527213,31.228682,6号线,上海
源深体育中心,BV10039836,YuanShen TiYu ZhongXin,121.534642,31.233004,6号线,上海
民生路,BV10039837,MinShengLu,121.543527,31.235851,6号线,上海
北洋泾路,BV10039838,BeiYangJing Lu,121.552314,31.239145,6号线,上海
德平路,BV10039839,DePing Lu,121.564237,31.245400,6号线,上海
云山路,BV10039840,YunShan Lu,121.572775,31.250413,6号线,上海
金桥路,BV10039841,JinQiao Lu,121.581817,31.257084,6号线,上海
博兴路,BV10031099,BoXing Lu,121.586689,31.263520,6号线,上海
五莲路,BV10039842,WuLian Lu,121.587866,31.272025,6号线,上海
巨峰路,BV10039843,JuFeng Lu,121.588365,31.280684,6号线,上海
东靖路,BV10039844,DongJing Lu,121.588736,31.290684,6号线,上海
五洲大道,BV10039845,WuZhou DaDao,121.589212,31.302569,6号线,上海
洲海路,BV10039846,ZhouHai Lu,121.589396,31.312229,6号线,上海
外高桥保税区南,BV10030681,WaiGaoQiao BaoShuiQu Nan,121.601963,31.321578,6号线,上海
航津路,BV10039847,HangJin Lu,121.593974,31.335371,6号线,上海
外高桥保税区北,BV10039848,WaiGaoQiao BaoShuiQu Bei,121.586926,31.347802,6号线,上海
港城路,BV10039849,GangCheng Lu,121.574752,31.353005,6号线,上海
花木路,BV10039850,HuaMu Lu,121.562754,31.211212,7号线,上海
龙阳路,BV10039851,LongYang Lu,121.557634,31.203575,7号线,上海
芳华路,BV10039853,FangHua Lu,121.550115,31.193110,7号线,上海
锦绣路,BV10039854,JinXiu Lu,121.540041,31.187592,7号线,上海
杨高南路,BV10039855,YangGao NanLu,121.525087,31.187566,7号线,上海
高科西路,BV10025916,GaoKe XiLu,121.509845,31.185761,7号线,上海
云台路,BV10039856,YunTai Lu,121.500439,31.182212,7号线,上海
耀华路,BV10039857,YaoHua Lu,121.494612,31.178513,7号线,上海
长清路,BV10039786,chang qing lu,121.487775,31.174452,7号线,上海
后滩,BV10039858,HouTan,121.473756,31.171918,7号线,上海
龙华中路,BV10039859,LongHua ZhongLu,121.457054,31.183843,7号线,上海
东安路,BV10039860,DongAn Lu,121.454897,31.190819,7号线,上海
肇嘉浜路,BV10039861,ZhaoJiaBang Lu,121.450212,31.199436,7号线,上海
常熟路,BV10039862,ChangShu Lu,121.449141,31.213524,7号线,上海
静安寺,BV10025485,JingAnSi,121.446221,31.223083,7号线,上海
昌平路,BV10039863,ChangPing Lu,121.442617,31.233749,7号线,上海
长寿路,BV10039779,ChangShou Lu,121.438272,31.240860,7号线,上海
镇坪路,BV10039864,ZhenPing Lu,121.429779,31.246369,7号线,上海
岚皋路,BV10039865,LanGao Lu,121.421939,31.256198,7号线,上海
新村路,BV10039866,XinCun Lu,121.422682,31.263952,7号线,上海
大华三路,BV10039867,DaHua San Lu,121.422949,31.274047,7号线,上海
行知路,BV10039868,XingZhiLu,121.421493,31.284942,7号线,上海
大场镇,BV10030231,DaChangZhen,121.416548,31.293320,7号线,上海
场中路,BV10039869,ChangZhong Lu,121.413661,31.303685,7号线,上海
上大路,BV10039870,ShangDa Lu,121.408580,31.315071,7号线,上海
南陈路,BV10030226,NanChen Lu,121.398863,31.321437,7号线,上海
上海大学,BV10024672,ShangHai DaXue,121.388884,31.320586,7号线,上海
祁华路,BV10030597,QiHua Lu,121.373569,31.322315,7号线,上海
顾村公园,BV10026233,GuCun GongYuan,121.373009,31.344594,7号线,上海
刘行,BV10026230,LiuHang,121.362376,31.357586,7号线,上海
潘广路,BV10039871,PanGuang Lu,121.355845,31.364182,7号线,上海
罗南新村,BV10032414,LuoNan XinCun,121.357470,31.388831,7号线,上海
美兰湖,BV10039872,MeiLanHu,121.349966,31.401949,7号线,上海
沈杜公路,BV10039921,ShenDu GongLu,121.512272,31.061427,8号线,上海
联航路,BV10039920,LianHang Lu,121.510594,31.073567,8号线,上海
江月路,BV10039919,JiangYue Lu,121.508603,31.084253,8号线,上海
浦江镇,BV10032461,PuJiangZhen,121.506272,31.096590,8号线,上海
芦恒路,BV10039918,LuHeng Lu,121.497842,31.119015,8号线,上海
凌兆新村,BV10032909,LingZhao XinCun,121.489663,31.141301,8号线,上海
东方体育中心,BV10032522,DongFang TiYuZhongXin,121.480304,31.153366,8号线,上海
杨思,BV10025899,YangSi,121.493443,31.161054,8号线,上海
